instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.fixed040-Forb,no,incremental,direct,lexicographic,-,-,-,-,6.6 12
ticf-13crafc.fixed040-Forb,yes,incremental,direct,lexicographic,-,-,-,-,6.4 12
