instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-14crafa.original,no,incremental,direct,lexicographic,-,-,-,-,0.4 0
tic-14crafa.original,yes,incremental,direct,lexicographic,-,-,-,-,0.4 0
