instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-14crafa.original,no,multiple,direct,lexicographic,-,-,-,-,17.9 0
ticf-14crafa.original,yes,multiple,direct,lexicographic,-,-,-,-,18.2 0
