instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafc.original,no,maxsat,direct,lexicographic,-,-,-,-,0.2 1
tic-13crafc.original,yes,maxsat,direct,lexicographic,-,-,-,-,0.2 1
