instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafb.prec25,no,incremental,direct,lexicographic,7.5 0,1.7 0,58.1 0,2.2 0,0.4 0
tic-13crafb.prec25,yes,incremental,direct,lexicographic,7.1 0,3.1 0,4.8 0,2.2 0,1.0 0
