instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.forb0003,no,incremental,direct,lexicographic,14.9 0,9.6 0,113.7 0,80.7 0,4.3 0
forum-13crafc.forb0003,yes,incremental,direct,lexicographic,15.7 0,10.3 0,116.3 0,78.3 0,4.3 0
