instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.prec25,no,maxsat,direct,lexicographic,-,-,-,-,UNSAT
forum-13crafc.prec25,yes,maxsat,direct,lexicographic,-,-,-,-,UNSAT
