instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafc.prec25,no,incremental,direct,lexicographic,1.1 2,1.0 2,1.0 2,1.3 2,0.3 2
forumt-14crafc.prec25,yes,incremental,direct,lexicographic,0.9 2,1.0 2,1.4 2,1.2 2,0.3 2
