instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-14crafd.forb0003,no,multiple,direct,lexicographic,-,-,-,-,UNSAT
tic-14crafd.forb0003,yes,multiple,direct,lexicographic,-,-,-,-,UNSAT
