instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-14crafa.prec25,no,incremental,direct,lexicographic,182.3 0,4.0 0,157.7 0,7.4 0,1.6 0
tic-14crafa.prec25,yes,incremental,direct,lexicographic,186.9 0,3.1 0,123.5 0,4.4 0,1.3 0
