instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafe.fixed020-Forb,no,incremental,direct,lexicographic,0.4 4,0.4 4,1.4 4,0.4 4,0.2 4
forumt-14crafe.fixed020-Forb,yes,incremental,direct,lexicographic,0.4 4,0.4 4,1.4 4,0.5 4,0.2 4
