instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafe.prec25,no,maxsat,direct,lexicographic,-,-,-,-,0.8 2
forumt-14crafe.prec25,yes,maxsat,direct,lexicographic,-,-,-,-,0.9 2
