instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.original,no,incremental,direct,lexicographic,34.4 0,9.4 0,134.8 0,90.1 0,5.3 0
ticf-13crafc.original,yes,incremental,direct,lexicographic,31.9 0,9.0 0,130.5 0,92.0 0,5.8 0
