instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafb.prec15,no,incremental,direct,lexicographic,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
forum-13crafb.prec15,yes,incremental,direct,lexicographic,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
