instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafa.fixed020-Forb,no,incremental,direct,lexicographic,9.9 10,2.4 10,8.3 10,3.0 10,2.2 10
ticf-13crafa.fixed020-Forb,yes,incremental,direct,lexicographic,9.9 10,2.5 10,8.4 10,3.0 10,2.2 10
