instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-14crafd.forb0007,no,incremental,direct,lexicographic,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
tic-14crafd.forb0007,yes,incremental,direct,lexicographic,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT
