instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafe.original,no,incremental,direct,lexicographic,3.5 2,1.2 2,2.7 2,1.0 2,0.5 2
forumt-14crafe.original,yes,incremental,direct,lexicographic,3.5 2,1.3 2,2.6 2,1.0 2,0.5 2
