instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-14crafd.fixed020-Forb,no,multiple,direct,lexicographic,-,-,-,-,0.3 3
tic-14crafd.fixed020-Forb,yes,multiple,direct,lexicographic,-,-,-,-,0.3 3
