instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.prec15,no,multiple,direct,lexicographic,-,-,-,-,12.8 0
forum-13crafc.prec15,yes,multiple,direct,lexicographic,-,-,-,-,10.1 0
