instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,total_clauses
ticf-13crafa.prec15,SAT,OPTIMAL,3.892236,86785,208597,0,0,208597,,peak_process_tree_rss_mb,incremental,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,0,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",0,0,0,0,14,0,14,14,19,19,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","8,8,22,24,26,28,28,28,28,28,26,22,18,8,4,2,0,0,0,0,0","3,5,4,8,11,6,9,10,7,14,2,5,4,6,3,1,8,7,2,6,5,1,3,4,7,5,6,5,10,9,7,11,8,8,9,12,13,7,11,10,12,13,14,16,15,3,4,6,8,12,9,6,13,7,11,10,5,10,13,12,11,4,9,6,8,7,10,7,11,8,3,12,5,6,4,10,9,10,5,12,11,13,7,6,8,9,4,3,5,4,11,3,6,9,10,12,8,7,13,8,9,11,12,10,3,1,4,8,6,2,7,9,5,3,11,6,5,10,4,9,7,5,10,12,14,9,7,4,11,6,13,3,8,4,7,6,12,5,11,15,9,13,1,8,3,10,2,14,13,9,10,12,11,8",1:M16 M22 M106 M143 | 2:M11 M19 M110 M147 | 3:M1 M15 M23 M46 M71 M88 M92 M105 M114 M132 M145 | 4:M3 M13 M24 M47 M62 M75 M87 M90 M107 M119 M128 M134 | 5:M2 M12 M21 M26 M28 M57 M73 M79 M89 M113 M117 M122 M138 | 6:M6 M14 M20 M27 M48 M52 M64 M74 M84 M93 M109 M116 M130 M136 | 7:M9 M18 M25 M31 M38 M54 M66 M68 M83 M98 M111 M121 M127 M135 | 8:M4 M17 M33 M34 M49 M65 M70 M85 M97 M100 M108 M133 M144 M154 | 9:M7 M30 M35 M51 M63 M77 M86 M94 M101 M112 M120 M126 M141 M150 | 10:M8 M29 M40 M56 M58 M67 M76 M78 M95 M104 M118 M123 M146 M151 | 11:M5 M32 M39 M55 M61 M69 M81 M91 M102 M115 M129 M139 M153 | 12:M36 M41 M50 M60 M72 M80 M96 M103 M124 M137 M152 | 13:M37 M42 M53 M59 M82 M99 M131 M142 M149 | 14:M10 M43 M125 M148 | 15:M45 M140 | 16:M44 | 17: | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,208597,,208597
ticf-13crafa.prec15,SAT,OPTIMAL,3.65207,86785,207141,0,0,207141,,peak_process_tree_rss_mb,incremental,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,0,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",0,0,0,0,14,0,14,14,19,19,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","6,12,18,22,28,28,28,28,28,28,24,22,20,10,4,2,0,0,0,0,0","5,6,9,11,13,7,10,12,8,14,4,5,3,8,1,6,7,2,4,6,3,5,2,7,6,5,4,5,9,10,6,8,7,7,10,11,12,9,13,8,12,13,14,16,15,7,5,8,4,9,7,3,5,2,10,8,6,9,12,11,10,6,10,14,12,13,11,8,13,10,6,12,9,11,4,7,5,9,5,12,11,13,8,3,7,10,6,4,6,3,5,2,4,10,11,7,9,8,13,12,10,9,8,11,6,5,7,3,8,9,10,11,4,6,9,7,3,4,2,1,5,4,11,12,14,9,13,10,6,5,7,3,8,3,5,7,14,4,9,15,6,11,10,12,2,8,1,13,12,8,11,13,10,9",1:M15 M120 M147 | 2:M18 M23 M54 M92 M119 M145 | 3:M13 M21 M52 M84 M90 M108 M117 M132 M134 | 4:M11 M19 M27 M49 M75 M88 M93 M113 M118 M122 M138 | 5:M1 M12 M22 M26 M28 M47 M53 M77 M79 M91 M106 M121 M130 M135 | 6:M2 M16 M20 M25 M31 M57 M62 M71 M87 M89 M105 M114 M129 M141 | 7:M6 M17 M24 M33 M34 M46 M51 M76 M85 M96 M107 M116 M131 M136 | 8:M9 M14 M32 M40 M48 M56 M68 M83 M98 M103 M109 M133 M146 M150 | 9:M3 M29 M38 M50 M58 M73 M78 M97 M102 M110 M115 M126 M139 M154 | 10:M7 M30 M35 M55 M61 M63 M70 M86 M94 M101 M111 M128 M143 M153 | 11:M4 M36 M60 M67 M74 M81 M95 M104 M112 M123 M142 M151 | 12:M8 M37 M41 M59 M65 M72 M80 M100 M124 M144 M149 | 13:M5 M39 M42 M66 M69 M82 M99 M127 M148 M152 | 14:M10 M43 M64 M125 M137 | 15:M45 M140 | 16:M44 | 17: | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,207141,,207141
