instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.forb0007,no,multiple,direct,lexicographic,-,-,-,-,11.6 0
ticf-13crafc.forb0007,yes,multiple,direct,lexicographic,-,-,-,-,11.7 0
