instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.forb0003,no,maxsat,direct,lexicographic,-,-,-,-,14.5 0
forum-13crafc.forb0003,yes,maxsat,direct,lexicographic,-,-,-,-,14.8 0
