instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.prec15,no,maxsat,direct,lexicographic,-,-,-,-,5.9 0
ticf-13crafc.prec15,yes,maxsat,direct,lexicographic,-,-,-,-,56.2 0
