instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafb.forb0007,no,incremental,direct,lexicographic,18.4 2,6.6 2,20.9 2,7.1 2,6.7 2
ticf-13crafb.forb0007,yes,incremental,direct,lexicographic,17.8 2,6.4 2,20.6 2,6.8 2,6.6 2
