instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.fixed020-Forb,no,incremental,direct,lexicographic,8.3 10,1.6 10,9.3 10,2.1 10,2.0 10
ticf-13crafc.fixed020-Forb,yes,incremental,direct,lexicographic,8.3 10,1.6 10,9.1 10,2.1 10,1.9 10
