instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafd.prec25,no,multiple,direct,lexicographic,-,-,-,-,0.5 2
forumt-14crafd.prec25,yes,multiple,direct,lexicographic,-,-,-,-,0.5 2
