instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.fixed020-Forb,no,incremental,direct,lexicographic,8.4 10,1.6 10,8.8 10,2.0 10,1.7 10
forum-13crafc.fixed020-Forb,yes,incremental,direct,lexicographic,8.4 10,1.6 10,8.8 10,2.0 10,1.6 10
