instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafa.original,no,multiple,direct,lexicographic,-,-,-,-,5.0 0
ticf-13crafa.original,yes,multiple,direct,lexicographic,-,-,-,-,5.1 0
