instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafd.original,no,multiple,direct,lexicographic,-,-,-,-,5.2 2
forumt-14crafd.original,yes,multiple,direct,lexicographic,-,-,-,-,5.0 2
