instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
forum-13crafc.fixed020-Forb,SAT,OPTIMAL,1012.774595,83896,193649,0,0,193649,,peak_process_tree_rss_mb,multiple,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,12,12,155,155,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",155,10,10,12,0,0,0,0,19,19,"2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5,2,0,0,0,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,4,0,8,2,12,2,2,2,3,0,2,2,2,0,5,3,0,2,2,0,2,2,2,2,5,0,0,0,2","4,12,14,16,22,24,24,24,24,24,24,24,24,12,8,10,4,4,4,4,2","3,11,4,6,10,8,7,5,1,14,11,5,9,2,4,3,10,7,4,3,8,2,9,5,7,8,10,7,2,8,6,5,4,12,5,13,11,6,8,9,12,11,14,15,16,13,12,10,11,9,8,16,13,14,12,10,19,6,10,9,11,12,16,8,20,10,13,8,7,5,9,2,3,6,12,4,13,7,5,8,9,13,12,11,6,10,2,1,8,20,7,13,11,12,9,14,6,15,13,7,10,5,11,6,10,8,7,4,5,9,12,13,3,4,8,7,13,11,10,3,6,12,11,16,18,7,5,17,15,6,14,13,9,7,16,6,3,15,9,21,12,5,18,4,17,2,14,19,11,9,10,12,6,13",1:M9 M88 | 2:M14 M22 M29 M72 M87 M146 | 3:M1 M16 M20 M73 M113 M120 M137 | 4:M3 M15 M19 M33 M76 M108 M114 M144 | 5:M8 M12 M24 M32 M35 M70 M79 M102 M109 M127 M142 | 6:M4 M31 M38 M58 M74 M85 M97 M104 M121 M130 M136 M153 | 7:M7 M18 M25 M28 M69 M78 M91 M100 M107 M116 M126 M134 | 8:M6 M21 M26 M30 M39 M51 M64 M68 M80 M89 M106 M115 | 9:M13 M23 M40 M50 M60 M71 M81 M95 M110 M133 M139 M150 | 10:M5 M17 M27 M48 M56 M59 M66 M86 M101 M105 M119 M151 | 11:M2 M11 M37 M42 M49 M61 M84 M93 M103 M118 M123 M149 | 12:M34 M41 M47 M55 M62 M75 M83 M94 M111 M122 M141 M152 | 13:M36 M46 M53 M67 M77 M82 M92 M99 M112 M117 M132 M154 | 14:M10 M43 M54 M96 M131 M147 | 15:M44 M98 M129 M138 | 16:M45 M52 M63 M124 M135 | 17:M128 M145 | 18:M125 M143 | 19:M57 M148 | 20:M65 M90 | 21:M140,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,193649,,10,193649
forum-13crafc.fixed020-Forb,SAT,OPTIMAL,1008.508392,83896,193649,0,0,193649,,peak_process_tree_rss_mb,multiple,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,12,12,155,155,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",155,10,10,12,0,0,0,0,19,19,"2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5,2,0,0,0,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,4,0,8,2,12,2,2,2,3,0,2,2,2,0,5,3,0,2,2,0,2,2,2,2,5,0,0,0,2","4,12,14,16,22,24,24,24,24,24,24,24,24,12,8,10,4,4,4,4,2","3,11,4,6,10,8,7,5,1,14,11,5,9,2,4,3,10,7,4,3,8,2,9,5,7,8,10,7,2,8,6,5,4,12,5,13,11,6,8,9,12,11,14,15,16,13,12,10,11,9,8,16,13,14,12,10,19,6,10,9,11,12,16,8,20,10,13,8,7,5,9,2,3,6,12,4,13,7,5,8,9,13,12,11,6,10,2,1,8,20,7,13,11,12,9,14,6,15,13,7,10,5,11,6,10,8,7,4,5,9,12,13,3,4,8,7,13,11,10,3,6,12,11,16,18,7,5,17,15,6,14,13,9,7,16,6,3,15,9,21,12,5,18,4,17,2,14,19,11,9,10,12,6,13",1:M9 M88 | 2:M14 M22 M29 M72 M87 M146 | 3:M1 M16 M20 M73 M113 M120 M137 | 4:M3 M15 M19 M33 M76 M108 M114 M144 | 5:M8 M12 M24 M32 M35 M70 M79 M102 M109 M127 M142 | 6:M4 M31 M38 M58 M74 M85 M97 M104 M121 M130 M136 M153 | 7:M7 M18 M25 M28 M69 M78 M91 M100 M107 M116 M126 M134 | 8:M6 M21 M26 M30 M39 M51 M64 M68 M80 M89 M106 M115 | 9:M13 M23 M40 M50 M60 M71 M81 M95 M110 M133 M139 M150 | 10:M5 M17 M27 M48 M56 M59 M66 M86 M101 M105 M119 M151 | 11:M2 M11 M37 M42 M49 M61 M84 M93 M103 M118 M123 M149 | 12:M34 M41 M47 M55 M62 M75 M83 M94 M111 M122 M141 M152 | 13:M36 M46 M53 M67 M77 M82 M92 M99 M112 M117 M132 M154 | 14:M10 M43 M54 M96 M131 M147 | 15:M44 M98 M129 M138 | 16:M45 M52 M63 M124 M135 | 17:M128 M145 | 18:M125 M143 | 19:M57 M148 | 20:M65 M90 | 21:M140,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,193649,,10,193649
